Plate name,Plate Code[R1],Plate Code[R2],Well,Contents,TargetGene,TargetGeneNum,Count,Nuc Elongation[R1]_Nuclei,Nuc Intensity[R1]_Reference 1,G0-Phase (%) [Cell cycle][R1]_Reference 1.Reference 2,Nuc/Cell Intensity[R1]_Nuclei,Spacing (MIN)[R1]_Coordination,G1-G2M (%) [Cell cycle][R1]_Reference 1.Reference 2,Intensity (N+C)[R1]_Nuclei,Compactness[R1]_Nuclei,Nuc Intensity CV[R1]_Nuclei,Nuc Intensity[R1]_Reference 2,Neighbor Count (MIN)[R1]_Coordination,IxA (Cell)[R1]_Nuclei,Ki67 granule (%) [ki67-Cyto-granule][R1]_Organelles,Cell Intensity[R1]_Nuclei,Neighbor Count (SOI)[R1]_Coordination,Spacing (SOI)[R1]_Coordination,Neighbor Count (Lune)[R1]_Coordination,Nuc Intensity[R1]_Cells,Normal cell (%) [Enlarged nuclei][R1]_Nuclei,Grappe-like (%) [Grappe-shape][R1]_Nuclei,IxA (Nuc)[R1]_Nuclei,Chord Ratio[R1]_Nuclei,Normal shape (%) [Grappe-shape][R1]_Nuclei,Spacing (Lune)[R1]_Coordination,Nuc Intensity[R1]_Nuclei,S-Phase (%) [Cell cycle][R1]_Reference 1.Reference 2,Spacing (Gabriel)[R1]_Coordination,IxA (N+C)[R1]_Nuclei,Nuc Displacement[R1]_Nuclei,ki67 no granule (%) [ki67-Cyto-granule][R1]_Organelles,Light Flux[R1]_Nuclei,Bigger cell (%) [Enlarged nuclei][R1]_Nuclei,Nuc Area[R1]_Nuclei,Neighbor Count (Gabriel)[R1]_Coordination,Intensity[R1]_Organelles,Nuc 1/(Form Factor)[R1]_Nuclei
Plate_Prest2012_P05_P2,20110437,20110459,C - 12,Modafinil ,SLC6A3,88,3,-0.6358700379,0.3390196295,-0.3466193385,-0.6658061592,-1.2375495632,0.2916776581,0.0289448235,0.1730908665,-0.4754944271,-0.0377213415,-1.0713630588,0.0622371389,1.5011514993,0.3332654019,0.8997822568,-1.1586298745,0.4571344236,-0.0377213415,-0.4498010996,0.4165912472,-0.1253970957,-0.3259052991,-0.4165928288,-1.3645410724,-0.5052244911,0.1114630519,-1.1450111858,0.0820112667,0.4742332412,-1.5011517083,-0.1542566533,0.4497986811,1.0430098468,0.9114065383,0.3000826586,0.4366706096
Plate_Prest2012_P05_P2,20110437,20110459,P - 10,Tomoxetine hydrochloride ,SLC6A3,88,3,-0.6032089762,-1.2622754401,1.6351577219,-0.9495630376,0.2179461805,-1.1592957252,-0.865487208,0.7146329189,-0.6762910087,-1.4020658156,-0.2447297211,-0.6913518599,-0.9722299724,-0.4514856556,-0.2957062051,0.0941007188,-0.294261247,-1.4020658156,-0.1452298075,0.1743307533,-0.1320584816,-0.5433990561,-0.1743333974,0.2850709719,-1.0814781164,-0.8893344396,0.129099156,-0.9450211515,0.2124911529,0.9722305373,-0.967805408,0.1452329199,0.4985164969,0.7513006562,-1.2149948476,0.4708581946
Plate_Prest2012_P05_P2,20110437,20110459,F - 17,Acenocoumarol ,VKORC1,97,3,0.110827225,1.1543345214,-1.0975175916,0.5931039465,0.5641659301,0.1414141701,-0.0967750235,-0.3532877157,0.3319237177,3.1317196425,1.0268740177,0.5528370302,1.6082542301,-0.4057138356,-0.4756816395,0.3929179388,-0.6210168484,3.1317196425,0.2215764229,-0.7267060912,-0.1236776884,0.5775027351,0.7267032275,0.6145559047,0.374817868,1.6648168599,0.5677810571,0.4393116379,0.5327770015,-1.608256203,0.7520949011,-0.2215714236,-0.2901470328,-0.7437309336,0.2733972884,-0.4659624887
Plate_Prest2012_P09_P3,20110438,20110460,M - 12,Dicumarol ,VKORC1,97,3,0.1278988672,0.320063903,-0.129423373,-0.5663683913,-0.3243345047,0.1487851861,-0.9144708581,-0.0217130638,-0.0805702697,0.3265782683,0.6362340582,-0.4627463949,-1.0912758518,-0.6472035634,0.9810598746,-0.2438308687,1.081086594,0.3265782683,0.2811499111,-0.2595080158,-1.0043509881,0.3077562884,0.259506641,-0.4642126953,-0.9108994004,-0.0631341226,-0.7296558252,-0.1826619452,-0.1290589712,1.0912766645,-0.7839840989,-0.2811552011,0.0331189074,0.660417823,-0.5682316316,-0.0005116425
Plate_Prest2012_P05_P2,20110437,20110459,L - 17,Phenindione ,VKORC1,97,3,-0.9801303522,1.3042934714,-1.0884331353,-0.4385524873,0.3274232493,0.3322189072,-0.4112458706,0.3298781222,-0.7030620877,1.1171188397,-0.6265986406,0.8283645576,4.5944815497,-0.2647810341,-0.5415790379,0.3135481937,-0.8111774301,1.1171188397,-1.9680067428,1.100921202,-0.124235085,-1.0908008191,-1.100921583,0.3325707436,-0.5119607979,1.3289781401,0.2796775451,0.458814107,0.4620887025,-4.5944852051,0.6181735039,1.9680038474,1.8331338553,-0.0804157049,3.0301676657,0.7442510307
Plate_Prest2012_P13_P4,20110439,20110461,N - 21,Fosinopril ,ACE,3,4,0.9131647523,0.0482319849,-0.0529942822,1.1733296519,0.1530817354,-0.2475960664,1.0048557341,-0.9631910597,1.1108736414,0.5941786914,1.4046457274,0.505341291,0.5562175481,0.6107322539,0.6746369665,0.2889101601,0.6998287796,0.5941786914,0.9658660219,-1.9828325752,0.8985557848,1.1988352226,1.9828323704,-0.2949592783,1.2535479876,0.2515291015,-0.0057315322,0.8307183676,-0.395367812,-0.5562418132,0.8119288977,-0.9658813385,-1.3602794382,1.1289536444,0.8362852736,-1.1314850356
Plate_Prest2012_P13_P4,20110439,20110461,M - 04,Perindopril ,ACE,3,4,1.1044999013,0.3281567024,0.2509329798,1.2502287877,1.3606675301,0.4776574289,0.4822046866,-1.4076606191,0.7324542727,-0.2873269502,0.5533909362,1.4025109378,0.930377355,-0.1997216661,-0.7399955419,1.5217526599,-0.6826628396,-0.2873269502,-0.2653148371,-1.059667949,1.1982860427,1.1807633339,1.0596673231,1.2381133932,1.0942104506,-0.5495972228,1.0910331585,1.3295620443,0.6322116136,-0.9303914543,1.6916132313,0.2653111216,-0.0532163671,-0.8131805334,1.0337460225,-1.4042586923
Plate_Prest2012_P09_P3,20110438,20110460,J - 16,Quinapril HCl ,ACE,3,4,-0.5196446424,-0.4788058479,0.3570885868,-1.1568868811,0.6858954427,-1.2620533758,-1.3629750921,0.3524827704,-1.103377766,1.0854111069,0.0104273114,0.7065188901,-1.9950984095,-0.7492317944,0.3549999445,0.9713142611,0.4285347029,1.0854111069,-2.7949748197,-0.3585789982,-0.6826528421,-0.4216830302,0.3585774295,0.4169232564,-1.4586131147,1.0725105561,0.2009303665,-0.1802603162,-1.1403863968,1.9950943925,-0.363665811,2.7949682903,2.2093457973,0.4147885783,-0.6924804029,0.8815354209
Plate_Prest2012_P13_P4,20110439,20110461,M - 16,Ramipril ,ACE,3,4,0.7489988962,0.4864806283,-0.4333191938,0.6574735265,0.169564516,0.7926164175,0.9183925409,-0.4705238664,0.5367865855,-0.4154680658,0.4303609507,0.7375543839,0.6807382378,0.6649465557,0.226942557,0.2353026553,0.5902410525,-0.4154680658,-0.1504023631,-1.3931171732,1.0336906748,0.5836743373,1.393117657,-0.1064272999,0.8221972294,-0.5440106884,0.0551152182,1.0031584495,0.2322656945,-0.6807660648,0.9620746611,0.1503974614,0.0539381661,1.0293894091,-0.3665586387,-0.3406845112
Plate_Prest2012_P13_P4,20110439,20110461,I - 07,Azapropazone ,ALB,11,4,0.0993241353,0.6660052488,-0.9250477284,-0.3671164437,1.6484521962,1.1390719213,-1.5336081217,-0.7129919249,-0.4210452114,-0.8250331244,1.2473489868,1.2323928627,0.7786655997,-1.6242989433,0.6640186627,1.9852628854,-0.1968616559,-0.8250331244,-0.113926006,0.0879782873,-0.2341854398,0.2657077351,-0.08798048,0.428208402,-0.9078258098,-0.6508203015,0.3578640584,0.1986090723,-2.3101565384,-0.7786829926,0.7347677676,0.1139246963,1.7374700148,-0.0065458583,0.8510636272,-0.5027723336
Plate_Prest2012_P09_P3,20110438,20110460,I - 17,Estropipate ,ALB,11,4,-0.339311267,2.1439142931,-1.3662361524,0.1192763252,0.5476183249,0.0517066987,-0.0572094611,0.210583022,-0.2625303249,1.2764673112,-0.6467385249,0.9971859091,3.7759914407,-0.0819374037,0.0115872426,0.580866227,0.171146729,1.2764673112,-2.0810831356,-0.3702770249,0.8401330791,-0.6001640522,0.3702766247,0.5246873968,0.0382820902,0.9354585602,0.480307361,-0.1756719789,-0.4035917481,-3.7760176974,1.0965972901,2.0810763899,1.1260165732,0.1822762797,1.9435424746,1.0455946724
Plate_Prest2012_P09_P3,20110438,20110460,L - 20,Iodipamide ,ALB,11,4,-0.2084455852,-0.8234643442,0.1704468148,-0.2175849017,-0.9371710657,-0.2047600949,1.1440637375,0.2464734268,-0.3782101722,0.0380372437,-1.6952799907,0.9645468558,-1.0113133543,1.1547943027,1.0601339571,-0.860235948,1.4897712301,0.0380372437,-0.0926754035,-0.837099341,1.4099268917,0.0451107743,0.8370987805,-1.105304951,0.4972763323,0.0925139937,-1.1127552228,-0.1741377864,-0.8560483378,1.0112960871,0.7251663504,0.0926778914,1.0701932426,1.7799811197,-0.7552028945,0.152017525
Plate_Prest2012_P13_P4,20110439,20110461,A - 09,Methacycline hydrochloride ,ALB,11,4,-3.4847623383,-0.4746912814,2.830156475,-2.5532243004,-2.5056296003,-0.9273944829,-0.993691267,0.8233932876,-3.0648975397,-0.5464230292,-0.604346146,-1.6249637662,-0.3791093818,-0.0940956772,2.4830003279,-2.0624706042,1.9773945957,-0.5464230292,-1.7708625899,0.9098281699,-1.0411812012,-2.4875334727,-0.9098299132,-2.9153041584,-2.2335691179,-0.3697526695,-2.9613195169,-1.2789232977,-1.2076213896,0.3791114759,-1.3915233516,1.7708581941,3.3214468162,2.2021306961,-1.1299365062,0.475284635
Plate_Prest2012_P01_P1,20110436,20110458,A - 11,Atracurium besylate ,CHRNA2,23,4,3.7646802532,-0.7630012592,-0.3557657779,4.2726101257,7.5887937733,0.8267340502,-0.8815262723,-2.5289366731,6.4824095199,0.1577915512,-2.2850503457,1.2826975315,-1.5701366306,-1.7899994511,-4.7280476869,7.6979170011,-4.2054446524,0.1577915512,1.5007924141,-3.230469837,-0.6467428251,3.3769809124,3.2304711103,7.0802953362,2.4666244004,-1.9083949007,6.9614232958,-0.1947304743,-7.7954233239,1.5701395462,-0.1293238475,-1.5007985604,-8.5142325861,-4.2051022895,-1.5228040079,-3.9384769341
Plate_Prest2012_P13_P4,20110439,20110461,A - 17,Decamethonium bromide ,CHRNA2,23,4,-0.5779101206,1.0268396072,-0.0734039615,-0.2926309086,0.7821624974,0.2889315936,-0.1502048455,0.4276688841,-0.3799679592,-0.1011774952,0.9159324667,0.1120624049,3.081899623,-0.02799533,0.5781746108,0.826668511,0.3699441265,-0.1011774952,-0.2271207886,0.2653048344,0.1799787621,-0.2838743879,-0.2653066245,0.8878335622,-0.3179258198,-0.234896342,0.8050533572,0.1697137898,-1.962249831,-3.0819418673,0.3282451514,0.2271164281,0.8264057056,0.5784116049,1.1674253688,0.2261095427
Plate_Prest2012_P13_P4,20110439,20110461,O - 04,Mecamylamine hydrochloride ,CHRNA2,23,4,-0.4566530431,-1.535112487,0.7836159285,-0.6149498989,-0.0602712131,0.6433244567,-0.9437564199,-0.3846604467,-0.0466329225,-1.4521506193,0.5366249756,-0.8294547636,-2.1543827744,-0.7662555314,1.1977799114,0.124316883,0.3813456026,-1.4521506193,1.5273690665,-1.3650577109,-1.1343454366,0.2635195718,1.3650577151,-0.329208416,-0.8690579934,-0.9334186372,-0.6055081164,-1.1069749803,-0.3519949971,2.1543838874,-1.0142528691,-1.5273865231,-0.3522876079,0.2189825464,-1.1098880668,-0.8117515299
Plate_Prest2012_P13_P4,20110439,20110461,L - 15,Vecuronium bromide ,CHRNA2,23,4,-0.247884876,1.7494204387,-1.040946141,-0.1923886678,0.3473732545,0.0692973428,-0.2813453604,-0.3377212519,0.0515215269,0.5069987182,-0.6389474627,0.5744315296,0.5430527268,-0.1482371799,1.2645634013,0.7682981553,1.7809615191,0.5069987182,0.1532562396,-1.0523169788,0.3009107907,0.0721087358,1.0523157359,-0.1235262661,-0.2633829987,0.3869444109,-0.3353154098,0.40151336,-2.2471713738,-0.5430711103,0.4731606281,-0.1532666377,0.9305927693,1.1033711432,-0.0003493424,-0.3543470504
Plate_Prest2012_P13_P4,20110439,20110461,B - 05,Anastrozole ,CYP19A1,25,4,0.1735112041,0.9999066363,-0.7386276725,0.2417586338,0.6696843915,-0.0628609508,0.1206641322,0.2076212522,0.8345509925,0.7527944964,-0.0373698191,1.9312306208,2.2370050749,0.4307789398,-0.5640242507,0.7764783286,0.0628510768,0.7527944964,-0.2312896802,-0.3529869144,0.9371183972,0.1939689675,0.3529853653,0.5838317006,0.3411206921,0.3780103169,0.4541834047,1.2937088814,-0.0614428637,-2.2370271003,0.8917049822,0.2312847173,0.6789628221,0.0313096175,2.8277385984,-0.445543524
Plate_Prest2012_P09_P3,20110438,20110460,G - 14,Diethylstilbestrol ,CYP19A1,25,4,-0.82693933,0.8053377296,0.172582892,-2.7752634172,-0.0197924186,-1.7959447301,-2.6822349779,0.6886914532,-2.8359374285,1.6987534005,0.5194485483,0.5040698001,7.3720915177,-1.2640281495,0.9542039781,0.3828316456,1.1551694763,1.6987534005,-1.9518263944,2.1296096023,-2.1478932467,-1.0436843789,-2.1296098689,-0.4399876152,-3.1670647181,1.7694778314,-0.6096722022,-0.1845756028,-0.0843513416,-7.3713467132,-2.034480273,1.9518259341,2.4578140687,1.2608899564,1.9728887428,1.9030892807
Plate_Prest2012_P13_P4,20110439,20110461,M - 11,Letrozole ,CYP19A1,25,4,-0.7634742919,0.7435152559,-0.0240807973,-1.1516598503,1.5833632614,-0.1795866974,-1.7034830587,1.1078185145,-0.5553170066,0.5363800901,-0.7039536178,0.320736695,0.8810438372,-1.2910650893,-0.4597953641,1.6427204744,0.1585599074,0.5363800901,-1.4855494863,0.3158557784,-1.0393003613,-0.6865047066,-0.3158578251,1.5433989387,-1.496318675,0.1762219631,1.3910097126,-0.6853737023,-1.6083417546,-0.8810633678,-0.795811317,1.4855457807,1.2218537076,-1.0613456906,-0.4026343938,1.458485574
Plate_Prest2012_P01_P1,20110436,20110458,C - 13,Sulfathiazole ,CYP19A1,25,4,-0.4642734477,0.7383033977,-0.3789994799,-0.7768886754,0.7596624275,0.0267090491,-0.8246090404,0.6369609255,-0.2215435199,1.6459921509,-0.0073998857,-0.5276655974,0.7257959036,-0.328922808,-1.5821523714,0.341608685,-1.8688022805,1.6459921509,-0.1230907092,-0.0681929136,-0.8766784123,-0.6604303584,0.0681917666,0.9641073957,-0.9195480595,1.7416780006,1.5232906426,-0.8269293965,-1.4310549623,-0.7258100626,-0.8859151721,0.1230904263,-0.2004776265,-2.015172525,-0.1483723001,0.2124253055
Plate_Prest2012_P13_P4,20110439,20110461,L - 07,Azithromycin ,CYP1A2,26,4,0.4200734935,2.3526698699,-1.2866471159,0.3168423797,1.4703969414,0.3671207417,-0.5583093817,-0.6133454924,0.4636463882,0.4092114432,-0.1272759377,1.8526484624,3.8402287156,-0.7883590744,-0.8052802088,1.5532513282,-0.543045335,0.4092114432,0.7755299882,-1.4805343701,0.7111356726,0.7658047836,1.480533018,1.063385133,0.0132729922,0.2184118599,1.1651960365,1.0995624731,-1.8495320328,-3.8402725642,1.5008672866,-0.7755413088,1.3779218739,-0.6771207969,4.7356856564,-0.7941113667
Plate_Prest2012_P01_P1,20110436,20110458,J - 03,Ranitidine hydrochloride ,CYP1A2,26,4,0.0203199467,1.3677515605,-0.6407970988,0.1689220443,1.0726943367,0.4299098854,0.1931358564,-0.6424253956,-0.40463108,0.7680152363,-0.1189122503,1.5003177087,0.6626437326,0.1706291477,0.1960473854,1.1470286132,-0.6583649407,0.7680152363,-1.9371851122,-0.4409872515,0.7774903817,0.1350560388,0.4409870417,0.9121343539,0.2234609437,1.244262513,1.0432231639,0.9897880933,-1.096863701,-0.6626619406,0.924913155,1.9371754047,1.5915410731,0.872019417,0.4877634993,-0.1155477212
Plate_Prest2012_P09_P3,20110438,20110460,B - 21,Sulconazole nitrate ,CYP1A2,26,4,0.8094862297,-0.7589242003,1.8487298077,-2.5584193365,1.1669641003,-0.8428991727,-1.6550215075,-2.640410488,-3.1816805859,0.0304901306,2.5900829123,1.019639252,-0.8784226389,-0.4430681457,2.4792420601,1.6429122947,2.4079088437,0.0304901306,-0.8618323021,-3.1146809502,-0.9608705108,1.8671271975,3.1146812422,0.0503703635,-2.5831812366,-0.4503420396,-0.1942118879,-0.1806251482,-4.1780629247,0.8784246148,-0.8984034477,0.8618184507,4.2601685221,1.8992689315,0.0815006372,-2.2257966595
Plate_Prest2012_P09_P3,20110438,20110460,G - 21,Warfarin ,CYP1A2,26,4,-0.3561238022,1.6150349037,-1.2601226505,0.2003160315,0.9016311138,0.4119222193,-0.1561750757,0.1370870081,-0.3340463718,0.5654176286,-1.8137692559,1.2126624888,1.2058129868,-0.3003749864,-0.9631246289,0.7233744651,-0.8537436832,0.5654176286,-1.0745127564,0.4427327308,0.7906540529,-0.2954409722,-0.4427360586,1.1878814121,0.0831094524,0.4784770199,1.300775949,-0.1755301532,-0.1497496315,-1.2058272466,1.336293474,1.074505573,1.4750693669,-0.3921403484,0.3644393976,0.007174952
Plate_Prest2012_P13_P4,20110439,20110461,J - 05,Cyclophosphamide  ,CYP2C9,31,3,0.9568041747,0.890069855,-0.8726487079,-0.0062562779,1.5209921031,0.2428961862,-2.040412574,-1.2739082199,0.7128303873,0.0770152395,-0.2084846123,0.1678791645,0.95732159,-2.3218556871,-0.4392058326,1.5548665893,-0.1046612092,0.0770152395,1.3469305775,-1.6160483394,-1.3755120922,1.3782553643,1.6160479781,1.3424646551,-0.8737725197,0.1537263553,1.2993166899,-0.9851460402,-0.1492487026,-0.9573397311,-0.5041361726,-1.346947436,-0.2764910995,0.4674530418,2.3173896069,-1.3607541996
Plate_Prest2012_P01_P1,20110436,20110458,E - 07,Sulfadiazine ,CYP2C9,31,3,-0.136637801,1.4938199215,-0.5478073999,0.0081239245,0.2932686321,0.3010413966,0.3586640495,-0.3388722143,0.0611577684,1.0502556002,0.4106231402,1.1371904141,1.342881563,0.5636600724,0.1204463778,0.27668391,-0.3553567669,1.0502556002,-1.1326458767,-1.2750370934,0.5944570018,0.4985535663,1.2750365392,0.0656599134,0.2322821503,1.357542482,-0.0104628912,0.7543152609,-0.9569969751,-1.3429032478,0.4182341001,1.1326352606,0.7216454139,-0.0937570965,1.0203621213,-0.6439919318
Plate_Prest2012_P09_P3,20110438,20110460,A - 18,Sulfadimethoxine ,CYP2C9,31,3,-1.1835949726,2.3688435565,-0.8610794054,-0.5761422188,0.3696839769,-0.711606466,0.8050128769,0.3013307351,-1.1573354478,1.0075703683,-1.1619980132,0.5030178598,3.5806011926,1.1098955497,0.2498795697,0.3039121848,-0.4983967763,1.0075703683,-0.9437494406,-0.4502082614,1.1089830823,-0.644520975,0.4502068135,0.2118219159,-0.0765166498,1.3746345229,0.5814074293,-0.1755670355,-1.8017781575,-3.5806269428,0.6831787535,0.9437466695,1.4535067732,0.2601748429,0.7584103397,0.2738288031
Plate_Prest2012_P05_P2,20110437,20110459,G - 19,Dextromethorphan hydrobromide monohydrate ,CYP2D6,32,4,-0.7005871133,0.3822518364,-0.1112042102,-1.1183274837,1.0207250932,-0.3291568554,-1.7744462077,0.0986500615,-1.2488007936,0.3333439226,-1.1096400939,0.0003302121,0.9911218431,-1.2627505002,-1.3690424365,0.6812989277,-1.6624027043,0.3333439226,-1.0590782195,-0.1773104398,-0.1325465971,-0.7248445784,0.1773076292,1.2044488641,-1.5383118488,0.744745135,1.1459955387,-0.7876755086,0.115195998,-0.991125242,-0.5250947469,1.0590717277,1.6003675855,-2.0094211385,-0.0576270909,0.568827827
Plate_Prest2012_P05_P2,20110437,20110459,B - 16,Itraconazole ,CYP2D6,32,4,-1.8297631238,0.673570654,-2.1837113749,-3.3122313367,2.5491198022,2.3288603366,-2.7391760283,0.0660802885,-3.7625655082,0.6099648584,-0.4768405488,2.1877538541,1.6467763127,-0.5805716864,1.8304474355,3.1287739562,1.7012296029,0.6099648584,-4.8993490534,0.2985961418,-0.1351329387,-0.7277859838,-0.2985983157,1.6754683824,-3.2730659102,-0.1216699792,1.3661760891,-0.4140565624,-3.1271181888,-1.6467684777,-1.6322403631,4.8993428278,6.6420454006,2.4418116022,-0.7448694532,0.7185820539
Plate_Prest2012_P13_P4,20110439,20110461,K - 06,Ranolazine ,CYP2D6,32,4,0.2363926179,-0.3120801789,0.328496697,-0.420051461,2.6953306423,0.2754849294,-1.6233968656,-0.7969255155,-0.1743605825,-0.7870215387,1.2944747202,1.1841764077,-0.0093911945,-1.6376451405,-1.2046222708,2.8954595789,-1.1360862095,-0.7870215387,1.2661397246,-0.8966666675,-0.4384734967,1.0116569006,0.8966675215,2.2407985849,-0.9293043635,-0.3965799674,1.9012007519,0.0300408218,-1.0848060931,0.0093841161,0.4252397534,-1.2661416002,1.3896321848,-1.6010311935,-0.2892553198,-0.9857597894
Plate_Prest2012_P01_P1,20110436,20110458,F - 06,Triprolidine hydrochloride ,CYP2D6,32,4,-0.5165070952,0.1557775737,-0.3748707654,-0.6308936907,-1.3308368925,0.3300092634,-0.6356546616,-0.3940482104,-0.5333593527,0.3412994751,-1.3484368653,-0.6360479959,-1.2123116249,-0.4263282036,0.8244577069,-1.1987884426,1.0361269399,0.3412994751,1.1170324988,-0.9347486014,-0.6070272056,-0.0966620732,0.934747465,-1.4836564113,-0.7160074407,0.3808935211,-1.3573309198,-0.6398051412,0.6357931002,1.2123109666,-0.5575302731,-1.1170405894,0.3347301022,1.0962368059,-0.7127797656,-0.8022336766
Plate_Prest2012_P05_P2,20110437,20110459,A - 20,Amiodarone hydrochloride ,KCNH2,57,4,-3.245474154,-0.7101383237,3.0876788192,-1.5018916919,0.799155249,-3.1020615869,-2.6727894742,0.6339188694,-1.8183753312,0.4190897706,-0.8933202997,-0.1512080746,0.2307554985,-2.07005582,-2.3351907959,0.8355952543,-1.9489751451,0.4190897706,0.7781406199,1.158162984,-0.1381075089,-2.1943235075,-1.1581635944,1.3366635618,-2.1543427636,-0.1480605937,1.6514047415,-1.4963380326,1.6041613649,-0.2307459067,-1.1487798318,-0.7781321547,1.5106594578,-1.6111415426,-0.1783554631,0.245774027
Plate_Prest2012_P13_P4,20110439,20110461,O - 03,Halofantrine hydrochloride ,KCNH2,57,4,-2.0902568114,-0.1760177432,2.1920211169,-0.7061923139,-0.0813170204,-0.5287421144,-1.0655597221,0.3340565621,-0.5758507812,-0.2693915493,0.5681602676,0.4492979641,1.1202173053,-0.7867991083,0.8446964401,0.0780170418,-0.1100443134,-0.2693915493,1.7543671315,1.4016333737,-0.8780867797,-1.5061428415,-1.4016358584,-0.2883950852,-0.8613084402,-0.4613040984,-0.2710187574,-0.5248092063,-0.151355785,-1.1202407486,-0.7956159095,-1.75437342,-0.2402409472,0.1131800968,2.0994838454,-0.3363517538
Plate_Prest2012_P09_P3,20110438,20110460,I - 11,Ibutilide fumarate ,KCNH2,57,4,-2.8099485278,1.2960810361,-1.3973952233,-2.053278464,-2.4131131656,-0.0079399837,0.274445369,0.6369551973,-2.8771832457,0.9389497493,2.1157908526,-0.6147289083,0.0002670236,0.9070593141,3.5812787862,-2.086403152,3.2513532657,0.9389497493,-1.0930405145,0.4055731447,0.1529707523,-1.8495036052,-0.405575661,-2.7527098126,-1.4058511979,1.0209067966,-2.9181907945,-0.1796568277,-0.841640122,-0.0002766673,-0.7329022441,1.0930448035,2.8228466939,3.1237266948,0.310121938,0.4861689169
Plate_Prest2012_P13_P4,20110439,20110461,A - 13,Sotalol hydrochloride ,KCNH2,57,4,0.456864094,1.2277005595,-0.5299211304,1.2609403597,4.4104197174,1.304693299,-0.0591854332,-0.4660165595,0.9144544902,-1.2346337405,0.0100100314,1.4195954976,0.9221868939,-0.484124131,-2.404516479,4.3802140834,-3.56708401,-1.2346337405,1.433855783,-0.242313592,0.8480141237,0.4645324338,0.2423125619,3.9881389067,0.8538177212,-0.9749115943,3.9524547518,1.0708456826,-1.9387762848,-0.9222062113,1.551063205,-1.4338636876,-0.600598932,-2.366105478,-0.8370930301,-0.2278222197
Plate_Prest2012_P13_P4,20110439,20110461,G - 18,Benzylpenicillin sodium ,pbp3,107,4,0.8427606229,1.9143544434,-1.3665740694,0.0144751564,2.68618735,0.493081451,-1.252155177,-0.6648100061,0.4689624834,0.3953487227,0.4325825517,1.6349253705,1.7535012953,-1.3806989662,-0.878243301,2.9433216163,-0.3202012478,0.3953487227,-1.7947596195,-0.5109456027,-0.1425908821,0.8526349474,0.5109439598,2.0627676242,-0.4773718707,0.1367506194,1.683452577,0.3901213234,-2.8238921807,-1.7535195742,0.5241265579,1.7947564139,0.8324794345,-1.1509190264,0.4338500515,-0.2715356029
Plate_Prest2012_P05_P2,20110437,20110459,O - 08,Cefotetan ,pbp3,107,4,-0.5939361011,0.0785715,-0.637120083,-0.5173296625,-1.6378401887,-0.3779012909,-0.4788329064,0.0344216508,-0.1654864598,2.0834997803,1.4106623898,-1.185959175,-0.4088325575,-0.3602413518,1.2508149176,-1.7357039368,1.114357929,2.0834997803,-0.2753388178,-0.0646986082,-0.1312691753,-0.3446848001,0.0646967364,-1.8524833965,-0.6473445174,1.7378417586,-1.8548466983,-1.0051407719,1.0012354004,0.4088334556,-0.8432578769,0.2753436393,0.1058777843,1.5210161647,-0.3304029818,0.1836660513
Plate_Prest2012_P09_P3,20110438,20110460,H - 05,Cefoxitin sodium salt ,pbp3,107,4,1.05130613,1.4981593833,-1.2724662783,1.2331253834,0.8067443032,0.4553337998,0.1855213186,-1.0896729429,0.7381963182,0.441083979,-1.3226410698,1.3190298208,-0.0237585667,-0.3151569788,-0.8912093595,0.8674942986,0.0366574333,0.441083979,0.5714833011,-0.9657687944,1.2076410393,1.0149026763,0.965769284,0.7854144338,1.0167233983,0.4417925907,0.8183027205,-0.1742390852,0.1903749576,0.0237448415,1.8778309774,-0.571482175,0.0858721983,-0.3474876789,-0.3154677737,-0.9983103528
Plate_Prest2012_P09_P3,20110438,20110460,G - 11,Oxacillin sodium ,pbp3,107,4,-1.8456753787,1.4664468357,-1.3486204661,-2.6413318933,-2.8685785938,-1.5202226566,-1.3664754616,0.7753985553,-3.6929842506,2.3339118047,0.7597456801,-2.2559928701,-0.2045418202,-0.5608086567,2.9236372628,-2.563703541,2.7833073643,2.3339118047,-0.7255551036,0.2111653667,-1.8004584064,-2.4720526622,-0.2111683292,-2.9585180693,-2.7186380039,2.5808090105,-3.0395938866,-0.187182623,0.7594932875,0.2045310687,-2.0281118589,0.7255463017,2.3964367506,3.117986386,0.4457670389,1.3350383192
Plate_Prest2012_P09_P3,20110438,20110460,D - 21,Aminophylline ,PDE3A,67,4,1.2602778762,0.1881734137,0.0818385179,-0.2029938201,1.4234190799,0.9005034121,-1.5740349688,-1.5276971956,0.702401899,-0.8336221897,-1.2207299211,0.4881145646,-1.4433470463,-1.1595545768,-0.9543333854,1.3523937924,-1.3634463939,-0.8336221897,-0.7544708271,-0.9374018758,-1.1814531644,1.4044362321,0.9374006057,1.3008613488,-0.8945874758,-1.009157769,1.3986707875,-0.1819226737,-1.3567662123,1.4433428736,-0.633471637,0.7544742787,0.1035688751,-1.4382189255,-1.1176839156,-1.5354802807
