Plate name,Plate Code[R1],Plate Code[R2],Well,Contents,TargetGene,TargetGeneNum,Count,Nuc Elongation[R2]_Nuclei,Nuc Intensity[R2]_Reference 1,G0-Phase (%) [Cell cycle][R2]_Reference 1.Reference 2,Nuc/Cell Intensity[R2]_Nuclei,Spacing (MIN)[R2]_Coordination,G1-G2M (%) [Cell cycle][R2]_Reference 1.Reference 2,Intensity (N+C)[R2]_Nuclei,Compactness[R2]_Nuclei,Nuc Intensity CV[R2]_Nuclei,Nuc Intensity[R2]_Reference 2,Neighbor Count (MIN)[R2]_Coordination,IxA (Cell)[R2]_Nuclei,Ki67 granule (%) [ki67-Cyto-granule][R2]_Organelles,Cell Intensity[R2]_Nuclei,Neighbor Count (SOI)[R2]_Coordination,Spacing (SOI)[R2]_Coordination,Neighbor Count (Lune)[R2]_Coordination,Nuc Intensity[R2]_Cells,Normal cell (%) [Enlarged nuclei][R2]_Nuclei,Grappe-like (%) [Grappe-shape][R2]_Nuclei,IxA (Nuc)[R2]_Nuclei,Chord Ratio[R2]_Nuclei,Normal shape (%) [Grappe-shape][R2]_Nuclei,Spacing (Lune)[R2]_Coordination,Nuc Intensity[R2]_Nuclei,S-Phase (%) [Cell cycle][R2]_Reference 1.Reference 2,Spacing (Gabriel)[R2]_Coordination,IxA (N+C)[R2]_Nuclei,Nuc Displacement[R2]_Nuclei,ki67 no granule (%) [ki67-Cyto-granule][R2]_Organelles,Light Flux[R2]_Nuclei,Bigger cell (%) [Enlarged nuclei][R2]_Nuclei,Nuc Area[R2]_Nuclei,Neighbor Count (Gabriel)[R2]_Coordination,Intensity[R2]_Organelles,Nuc 1/(Form Factor)[R2]_Nuclei
Plate_Prest2012_P13_P4,20110439,20110461,L - 07,Azithromycin ,CYP1A2,25,4,0.8282360051,1.5395596481,-0.4532816186,-0.971172295,1.0426842222,-0.8387884914,-1.8648929736,-1.4309701885,-0.8490728755,0.8460351114,-0.994126774,1.1479399599,1.4141621207,-1.6912021701,-1.0057823485,1.0410467952,-0.8149345644,0.8460351114,-0.9022636906,-1.0693418346,-0.7608035984,0.7186652718,1.0693401317,0.8640628355,-1.5662734635,1.1407654813,0.894869272,-0.2191139935,-1.2995758582,-1.4141857435,0.2817565591,0.9022588883,3.0466758497,-0.8227895228,0.6281728649,-1.2965445494
Plate_Prest2012_P01_P1,20110436,20110458,J - 03,Ranitidine hydrochloride ,CYP1A2,25,4,0.7569683462,-0.4324001216,0.3289436419,-0.2618238665,0.9546860531,-0.0879969767,-1.1384854025,-1.628951425,-0.2300411072,-0.1064473039,0.6638451802,0.3879934216,-0.3808972789,-1.38672909,-1.1998815493,0.9895099439,-1.2582967298,-0.1064473039,-0.5812392199,0.0117875129,-0.6473524684,0.8127894328,-0.0117887478,1.1534977449,-0.66692928,-0.3611699726,0.9503677138,-0.4413942518,-0.1784836986,0.3808840576,-0.2013800282,0.5812353757,0.5293543835,-1.0608241797,-0.9818744001,-0.9743227337
Plate_Prest2012_P09_P3,20110438,20110460,B - 21,Sulconazole nitrate ,CYP1A2,25,4,2.0424403092,-0.9579449956,1.479508412,-1.3655732068,3.1053495631,-0.0921338071,-2.9920312802,-3.2264986184,-1.5733067087,-0.582562546,-0.6198774459,-0.1258231065,-1.0573096264,-2.1501666377,-0.2148611478,3.4495394316,0.6869525559,-0.582562546,-0.622248145,-4.1991597982,-1.7317027063,3.6854879132,4.1991586124,2.2490607558,-2.5686979072,-1.1541918079,1.8969729034,-1.2796565513,-2.1068095647,1.0573120914,-0.2570627614,0.6222446133,3.4233899721,0.0843437834,-0.9943038487,-2.9314565242
Plate_Prest2012_P09_P3,20110438,20110460,G - 21,Warfarin ,CYP1A2,25,4,1.6558160504,1.0343569028,-0.1265677791,1.9416229669,3.7134890953,-0.6288175405,-1.0850574667,-1.9308913758,1.8382306098,1.005974812,-1.6601149996,-0.1251799233,1.0605336689,-1.6098008416,-3.490038843,3.5999115712,-3.0222911034,1.005974812,-1.7187273359,0.4898041882,0.7268123024,1.4256860951,-0.4898030011,4.0311952576,0.7227778195,0.8823523351,3.7100307604,1.2064975189,-1.2097119316,-1.0605468377,2.0730853854,1.718730572,0.7123554096,-3.2974830355,-0.6722604661,-1.3226041089
Plate_Prest2012_P13_P4,20110439,20110461,J - 05,Cyclophosphamide  ,CYP2C9,30,3,1.0543250118,-0.3598019049,0.2711036507,-0.8026904918,2.2051673353,0.246782364,-2.6469546501,-1.5060924204,0.1570658799,-0.3448394181,2.1497468846,1.6352217465,-0.8645869943,-2.4453025215,-2.2102394958,2.0683134634,-2.5002739645,-0.3448394181,1.748711977,-1.0445874336,-1.9095476771,1.6394840149,1.0445871835,1.8021780877,-1.6696714904,-0.4119435667,2.015334735,-0.9770939356,-0.5801509371,0.8645862091,-0.9283124811,-1.7487196784,0.8170914613,-1.8774155885,-1.2805695803,-1.1950949648
Plate_Prest2012_P01_P1,20110436,20110458,E - 07,Sulfadiazine ,CYP2C9,30,3,-0.5078012189,-0.0336393439,0.2025902231,-0.3564355125,0.2925363938,0.6319673191,-1.2796453881,0.3310256906,0.1129318838,-0.9953024843,0.6284190424,-0.1739129623,-0.6417607526,-1.4684230017,-0.4356219,0.4338059937,-0.4772485092,-0.9953024843,-0.0728880953,-0.3532793956,-0.8595038151,-0.351278862,0.3532790234,0.1265302136,-0.7652574607,-1.0591423059,0.2842660374,-0.7489268998,-0.1302960592,0.6417489672,-0.4868540802,0.0728812564,0.1022117149,-0.0580582969,-0.9602828275,0.1025306397
Plate_Prest2012_P09_P3,20110438,20110460,A - 18,Sulfadimethoxine ,CYP2C9,30,3,-0.2270670794,0.8728024464,-0.7604508905,0.5097822885,-0.5332739373,-0.5411160921,0.2247573096,-0.7622321392,0.5849999985,1.4328744392,0.2491886396,-0.1262644598,0.7708502908,-0.281556564,0.8556659822,-0.4577395036,1.2891104871,1.4328744392,1.3300940951,-1.1691687707,0.256634255,1.4281336493,1.1691694357,-0.6075644875,0.3470447746,1.3175668161,-0.7885973863,-0.0009199865,1.0398505853,-0.7708575207,0.4310157274,-1.3301047706,-0.6099754141,0.1135951952,-0.2977018889,-0.8442919276
Plate_Prest2012_P05_P2,20110437,20110459,G - 19,Dextromethorphan hydrobromide monohydrate ,CYP2D6,31,4,0.0407518635,1.857332518,-1.389358115,-1.2607750493,0.4223539724,0.4217471129,-2.2047622676,-1.0252943804,-1.565923529,1.1558141863,-2.018297037,-0.1256999624,-0.0993436287,-1.2744959835,-1.26164419,0.5299190491,-0.7030468978,1.1558141863,-0.0677212955,-0.7155844414,-0.1392113488,0.5057015098,0.7155841169,0.3522254206,-1.7241429987,1.1913507705,0.4298216545,-1.0746976594,0.5216186014,0.0993502414,-0.9670519156,0.0677156605,1.535093106,-1.1046226956,0.0379490987,-0.7583547392
Plate_Prest2012_P05_P2,20110437,20110459,B - 16,Itraconazole ,CYP2D6,31,4,-1.1998235917,2.3607294636,-2.7017380918,-2.3069370741,3.7547968973,2.6122839171,-4.2929402921,-0.6236850104,-2.8868489766,0.0618159952,-0.4199129094,-0.1253483802,2.2088627985,-3.1139436987,0.9304381836,4.4166878514,0.8949667526,0.0618159952,-4.8057489875,1.7366013919,-0.1397889327,-0.6031172427,-1.7366037677,2.7154687091,-3.2699611617,0.0095107779,2.0695677815,-1.3614646124,-4.1974706332,-2.2088573369,-0.751242661,4.8057535889,6.124279078,0.9686742457,-0.2802883484,0.7756791422
Plate_Prest2012_P13_P4,20110439,20110461,K - 06,Ranolazine ,CYP2D6,31,4,1.2683984381,0.1471808574,-0.063200784,-0.1075507691,1.8230297498,0.2220503431,-2.066324974,-1.4660594081,0.1313901243,-0.3444166475,-2.5478401095,1.3899568345,0.2494569451,-2.1653761975,-1.5215427465,1.8340746573,-1.7365388299,-0.3444166475,0.0743422813,-1.3274737381,-1.1410195391,1.766125204,1.3274731306,1.9389383709,-1.0457378716,-0.2005948094,2.0403319653,-0.4423184833,-1.4396291613,-0.2494797082,0.0445591155,-0.0743477075,1.0030785736,-0.947892171,0.5682030589,-1.2409842718
Plate_Prest2012_P01_P1,20110436,20110458,F - 06,Triprolidine hydrochloride ,CYP2D6,31,4,-0.3440336561,0.8759937208,-0.5921459057,-0.2283482907,0.151275192,2.7778416236,-0.7759026768,-0.7042360392,0.0559878867,-3.2886988725,-0.7460975131,0.3424665971,0.9036242193,-1.0592533612,0.4212220539,0.3462580029,0.9746525849,-3.2886988725,-0.1744023545,-0.053637147,-0.2303719057,-0.0849557154,0.0536370308,-0.0314100408,-0.5049960559,-2.5441288675,-0.2815523175,-0.1087629218,0.6304442571,-0.9036351163,0.1358550183,0.174393854,0.786257819,1.0221578433,0.2531147371,-0.4619851618
Plate_Prest2012_P05_P2,20110437,20110459,A - 20,Amiodarone hydrochloride ,KCNH2,57,4,-0.294518626,-0.780751026,1.2725722287,0.3559910171,0.4029139899,-1.69905259,-0.5777885433,-0.2650945526,0.246248832,1.1021627206,-0.7220540046,-0.1260104175,0.3182650667,-1.0590101574,-0.3981137524,0.625566082,0.2771560981,1.1021627206,0.668394604,0.6993613386,-0.1378308377,-0.1695057799,-0.6993632668,0.8465146055,0.0038192531,0.5987892649,0.69560445,-0.0188927294,-0.2187576351,-0.3182578974,0.5463280807,-0.6684006193,0.0323646619,0.3169246566,-0.341425422,-0.9410005859
Plate_Prest2012_P13_P4,20110439,20110461,O - 03,Halofantrine hydrochloride ,KCNH2,57,4,-1.6043341588,-0.7690500983,1.8775663265,-0.5982090083,0.2468186799,0.219004711,-1.6403288476,0.154010196,-0.0667332092,-0.8762642465,-3.0335740525,0.9221399363,-1.229405123,-1.5695686731,-1.1003209278,0.3046669043,-0.7513565319,-0.8762642465,1.6169605389,2.8314293856,-1.0414524423,-1.5740682559,-2.83142872,0.5954018966,-1.1515542783,-1.2722409984,0.5624198896,-0.5224999109,1.8169458874,1.2293924861,-0.3283252461,-1.6169684872,0.4033194523,-0.5380182316,-1.878838077,-0.9341335897
Plate_Prest2012_P09_P3,20110438,20110460,I - 11,Ibutilide fumarate ,KCNH2,57,4,-0.3115818783,0.6218449359,-1.4468717082,-1.5626130053,0.5617920868,0.7709736516,-2.640625635,-1.689522041,-2.3259908507,-0.1812804205,0.8363657687,-0.1260583181,0.2890734391,-1.853493412,1.6274168895,0.9894258718,2.3563209289,-0.1812804205,1.1322124613,-0.758534269,-1.4874007231,0.5300963362,0.7585351601,-0.3871176023,-2.5429321873,0.2906094272,-0.7029879034,-1.2602700662,-1.1822316205,-0.289068478,-0.1929743191,-1.1322255213,4.1913781552,1.5322055279,-0.1842227703,-1.2922927055
Plate_Prest2012_P13_P4,20110439,20110461,A - 13,Sotalol hydrochloride ,KCNH2,57,4,-1.2759352603,2.7575941042,-2.0330526105,-0.9181206768,-1.3090784886,-0.1218316257,-0.3452414096,0.4095068547,-1.085648697,1.2062486055,-0.9114220058,-1.6101964444,1.5655300223,-0.1566502358,0.2177997813,-1.3169652156,0.532281108,1.2062486055,0.9089919335,0.1683063632,-0.7824301196,-1.1366254024,-0.168306826,-1.0136384073,-0.9021838192,1.2554731518,-0.9698657601,-1.1821151893,1.225962295,-1.5655505789,-0.9727545505,-0.9089943525,-0.1852117183,0.6829677761,1.4426851546,0.3515628919
Plate_Prest2012_P13_P4,20110439,20110461,G - 18,Benzylpenicillin sodium ,pbp3,108,4,1.3039832865,0.7007066147,-1.279424968,0.4270835325,1.0709190231,1.0224021386,-1.2718203074,-1.6589417485,0.740101983,-0.3181798816,-0.7657928193,0.8285488328,-0.0735962996,-1.7725409072,-0.5942363505,1.2838383923,0.0142127888,-0.3181798816,0.402941832,-1.3233893749,-0.4309051407,1.339241976,1.3233900194,0.561082079,-0.4134194867,-0.3756184386,0.4959788822,-0.0629531652,-1.2825473865,0.073581297,0.6823708767,-0.4029496424,0.4574815223,-0.4023857249,-0.6816822505,-0.9671961847
Plate_Prest2012_P05_P2,20110437,20110459,O - 08,Cefotetan ,pbp3,108,4,0.679755335,0.66388637,-1.0555298923,1.1528969042,-0.6320809013,1.3327317635,2.4536213166,-0.3449015558,1.2999816613,-0.2686600106,-0.9801995331,-0.1261253157,0.7939839505,1.3054472257,1.0103713112,-0.5787346214,0.8489264009,-0.2686600106,1.1986756075,-1.7768877255,-0.1365709291,0.6308952639,1.7768885081,-0.3947455883,1.8325569491,-0.398058177,-0.2663754834,1.0624660551,0.0822787982,-0.793980637,0.655783356,-1.1986818028,-1.9373643021,1.3083596626,1.224193053,-0.8469586316
Plate_Prest2012_P09_P3,20110438,20110460,H - 05,Cefoxitin sodium salt ,pbp3,108,4,0.3359498959,0.5081543629,-0.6352743282,0.2765483426,0.7651714712,1.2557506245,-1.5828617794,-1.1480427171,-0.0429804079,-1.0988890082,-0.849795355,-0.1256488842,0.1760554764,-1.4902457582,-0.5406423725,1.2036966227,-0.6338508376,-1.0988890082,0.6878914074,0.724144429,-0.3745935919,0.5468874669,-0.7241435764,0.3187240753,-0.6828060191,-1.001384878,0.4519665696,-0.0449359052,0.6288674066,-0.1760515353,0.7475443864,-0.6878996572,1.6715320597,-0.0404536017,-0.2909348466,-0.0875068214
Plate_Prest2012_P09_P3,20110438,20110460,G - 11,Oxacillin sodium ,pbp3,108,4,-0.600243045,2.4157454983,-2.8427198213,-0.7225367583,-0.8538623918,-1.3912834503,-1.1220253779,-0.8335012428,-1.720803759,2.954365841,0.5458209687,-0.1261559976,0.5668461472,-1.0334341754,1.3006813926,-0.836838457,2.3568495819,2.954365841,-1.1773718792,-0.9489320674,-0.1336366878,-0.0153902366,0.9489320498,-1.3067545066,-1.2625576376,4.1479136892,-1.3788534037,-0.235243439,0.2004872652,-0.5668480988,0.5773709968,1.1773757768,3.0343355756,1.5947145902,0.1198596668,-0.2458716104
Plate_Prest2012_P09_P3,20110438,20110460,D - 21,Aminophylline ,PDE3A,67,4,0.4407356818,0.7154440466,-0.6448674963,-0.640783013,0.4617704721,-1.4181506521,-1.8497568536,-2.258152942,-0.4571441675,2.430127099,-0.2456608828,-0.1262623801,-0.0109665614,-1.424507705,0.4665455257,0.6313760404,1.0262164301,2.430127099,0.328042317,-1.9352424248,-1.3336636536,0.8482851559,1.9352411698,0.0635937306,-1.468953187,2.297948262,-0.1621330061,-1.2907553111,-0.1606352261,0.0109708318,-0.4163937197,-0.328050681,0.740922282,0.1357396182,-0.391458541,-1.7018485301
Plate_Prest2012_P09_P3,20110438,20110460,O - 22,Amrinone ,PDE3A,67,4,-1.4879023811,0.2182657395,-1.2586287475,-1.0506651706,-1.0556840138,0.0053777644,0.5778127677,0.485784142,-1.0121558221,0.883214391,0.7100214157,-0.1262480401,-0.1097948779,0.7172646331,1.6957215583,-1.0097447524,2.0044045643,0.883214391,1.1722768095,0.6220671421,-0.0503128754,-1.3913517267,-0.6220661535,-1.1003234873,-0.4891308455,1.0716890315,-1.1940589791,-0.2376935095,-0.9954889735,0.1097960423,-0.5378248545,-1.1722919043,1.1184616679,1.6808887137,-0.0195072162,0.45280132
Plate_Prest2012_P05_P2,20110437,20110459,F - 16,Cilostazol ,PDE3A,67,4,1.2472776114,-1.6053725954,2.643560244,1.0629646155,1.5824217272,-1.8863900928,-0.5425687933,-1.3616296322,0.6193049309,-0.3102664619,0.6452437638,-0.1253481116,-0.3628534786,-1.3075543755,-1.4074743996,1.6432650958,-0.5568728344,-0.3102664619,-0.0873204632,-1.8350734146,-0.1370725603,2.1610816555,1.8350729848,1.3486463725,0.54654247,-0.8713923167,1.1352009647,1.1433355225,0.2515650551,0.3628562364,1.5848239629,0.0873227692,0.3491354701,-1.0731109999,-0.8084493757,-0.9845094014
Plate_Prest2012_P13_P4,20110439,20110461,E - 12,Milrinone ,PDE3A,67,4,0.6073829597,-0.2785063831,0.9386833237,0.6030857191,0.7843320915,-0.0981115834,-1.5992909282,-0.8827070064,0.8332261923,-0.0013243043,-0.5700803521,0.7034741718,0.9462432713,-1.8212949815,-2.2486627336,0.7111612385,-2.2717972512,-0.0013243043,-0.5002420994,-0.1821207676,-1.0406030804,0.7158164873,0.1821187222,0.9074088638,-0.357781413,-0.4158775173,1.114203203,-0.5968076553,2.4175311643,-0.9462596801,-0.0497286259,0.5002408861,-0.7367017228,-1.5228160512,-0.1523508164,-0.8635835447
Plate_Prest2012_P09_P3,20110438,20110460,F - 06,Abacavir Sulfate ,pol,110,4,1.9705742482,-1.0054108201,0.911075343,2.1447575638,1.5908974877,-0.845874812,-0.2591322493,-1.1592443271,2.1733427185,0.5669192683,-1.3094296515,-0.1250581259,0.1258479569,-1.0344827391,-1.0919081035,1.9683233133,-1.1482064088,0.5669192683,-0.5534258063,-1.2644936492,1.7373722114,1.6145748712,1.2644939628,1.1373859716,1.3314696303,0.26051117,1.0921713263,2.119838714,0.4517765325,-0.1258429653,2.4738028136,0.5534268292,0.8875855748,0.3063811035,-0.3003406665,-0.520275085
Plate_Prest2012_P01_P1,20110436,20110458,O - 08,Didanosine ,pol,110,4,0.5548691488,0.0035866292,-0.0066701043,0.00599,0.2611213045,-0.9208071283,-0.4126928773,-0.1809091111,0.4878882252,1.1600202068,0.6900190069,-0.4163450571,-0.18650259,-0.5987302237,-0.8157417367,0.077488469,-0.5429764686,1.1600202068,-0.7502656893,-0.533335758,-0.3529177815,0.4568668026,0.5333352536,0.4420039922,-0.2163884497,1.1323675386,0.4512086412,-0.3890523904,0.8763571135,0.1864899144,-0.1674459668,0.7502612247,-0.242184221,-0.5642767017,0.0885533669,-0.2139951646
Plate_Prest2012_P09_P3,20110438,20110460,N - 22,Stavudine ,pol,110,4,2.9362767073,-1.9277358622,3.0404481526,1.7745022955,2.1318578846,-0.9419278796,-0.0954020372,-1.4932398002,2.6497414125,-0.9786427171,0.5692115164,-0.1257814796,-1.1816678017,-0.6908045561,-0.7423165799,2.2093560255,-0.9809146219,-0.9786427171,0.7074772575,-1.6576234838,0.2806190854,2.2436705471,1.6576215146,1.8754445816,1.2873815241,-1.4455217056,1.9646359414,0.3862181309,0.0404334327,1.1816884103,0.6370844126,-0.7074793124,-2.6715874444,-1.7027577878,-0.8114580135,-1.9539732641
Plate_Prest2012_P13_P4,20110439,20110461,O - 15,Zalcitabine ,pol,110,4,-1.2465392877,0.8734404757,-0.8790954255,-1.1878749843,0.2122034288,-2.0080170722,-1.3984785187,1.009518653,-0.6339159491,1.9723902384,-0.7104113878,-0.3738515634,-0.3915414043,-1.1895135359,0.2130910618,0.1904193639,-0.3526885602,1.9723902384,-0.7531293006,0.3639231005,-0.9937658959,-0.9223057581,-0.3639224534,-0.0337025655,-1.5511471359,2.6167599939,0.0565108579,1586.20788607,-1.6229852463,0.3915308496,-0.4652357882,0.7531298924,1.6557254518,0.6598825551,1.4798856228,0.6763938505
Plate_Prest2012_P05_P2,20110437,20110459,K - 17,Bezafibrate ,PPARA,72,4,0.5055891048,0.8515204769,-0.6555515367,-0.0056180433,1.2661278241,-0.8904423599,-0.7542737789,-1.5147129109,0.2351785727,1.7904441039,1.4439431514,-0.1253885597,0.2014003127,-0.7136663674,0.1747143029,1.4442919111,0.1755620485,1.7904441039,0.3102729525,-1.5753520744,-0.1376955086,1.0480776976,1.575350739,0.7265194672,-0.2353021338,1.9645804272,0.6650467643,0.5406852773,-0.5480537777,-0.201395857,0.4923583815,-0.3102721354,0.7155785531,0.0196922865,0.124383362,-1.4415062267
Plate_Prest2012_P13_P4,20110439,20110461,J - 03,Clofibrate ,PPARA,72,4,0.0119330976,1.2878411537,-0.8375760897,0.3375257025,1.3023594717,0.5943882615,-0.8565889568,-0.349155175,0.0024279288,-0.1278646176,0.023685495,2.5901144877,0.5303587195,-0.854028364,-1.9771755177,1.3467773574,-1.2746613343,-0.1278646176,0.7166066244,-0.433383314,0.428640888,1.1620881958,0.4333843529,0.9778288838,-0.0810975789,-0.1664399119,1.045641586,1.2331827823,-1.6480023667,-0.5303750505,1.0974460955,-0.7166122164,1.4438273461,-1.2416601703,0.9168703366,-0.6137176477
Plate_Prest2012_P01_P1,20110436,20110458,H - 12,Fenofibrate ,PPARA,72,4,0.1939376557,0.9999359531,-0.4699948791,-1.3271173108,0.8123299528,0.1172748301,-1.8463318722,-1.6470984418,-1.6948551055,0.7105709464,0.1172513854,-0.1413673326,0.5854631183,-2.0162290725,1.0971017058,1.1209776552,1.014930551,0.7105709464,-0.2964509347,-0.6298023993,-0.9761735608,0.4221586125,0.6298010624,0.2033137946,-1.6993799505,0.5262876925,-0.0961632708,-0.8373281771,-2.2782560724,-0.5854701384,-0.332468292,0.2964454166,2.2168264652,0.8275340915,1.042186181,-0.642910733
Plate_Prest2012_P01_P1,20110436,20110458,L - 09,Gemfibrozil ,PPARA,72,4,1.3111776621,0.0095634218,0.0029099908,0.1705901321,1.7897421046,-0.0830361162,-0.6564562075,-1.5453546582,0.4566647667,0.3142005566,-1.7244708449,1.4481587215,-0.4648157697,-0.9249753748,-1.6280238308,1.6951714767,-1.1921515652,0.3142005566,0.2522230991,-1.1544336541,0.0693497184,1.175017781,1.1544330929,2.1245275159,-0.1370284837,0.0970767847,2.2308441232,0.3994667448,-0.651531508,0.4648036278,0.4738679722,-0.2522262793,0.697145548,-1.6103566272,-0.8725814664,-1.4727389855
Plate_Prest2012_P01_P1,20110436,20110458,E - 16,Pioglitazone ,PPARG,73,4,2.0692295013,-0.8258565369,1.5788697441,1.8978601022,-0.4285916854,-1.9844470738,0.9100712226,-1.3681549969,1.8892528592,1.1391932501,-0.758856194,1.1484091658,-0.2285319761,0.0645238732,-1.6728159259,-0.3580755481,-0.8643970627,1.1391932501,0.7292282056,-1.2503913314,1.1191108129,1.9094272235,1.250390014,-0.1099330025,1.6646016723,0.171426159,0.0523336285,1.1931060625,4.1055285477,0.2285211207,1.2112031492,-0.7292396967,-1.065539726,-0.5576587832,0.0717963487,-1.2183545894
Plate_Prest2012_P13_P4,20110439,20110461,P - 13,Rosiglitazone Hydrochloride ,PPARG,73,4,-1.4627251489,1.0658157651,-0.2260714291,0.0847705643,0.7295759693,-0.4006926829,-0.9483793689,1.4075899082,-0.2028109143,0.5817773104,-1.2874236696,0.8141452898,2.2169119315,-1.3817204406,-0.8256227012,1.0112521265,-1.2277077897,0.5817773104,-0.625957227,2.495280533,-0.1289676528,-1.2173330647,-2.4952813258,0.6567792811,-0.4767847577,0.5502247199,0.5456450934,0.1752946662,2.2431665704,-2.2169374165,0.9063238007,0.6259547055,1.7603951236,-0.3572988573,0.2599602507,1.1902620491
Plate_Prest2012_P13_P4,20110439,20110461,L - 17,Telmisartan ,PPARG,73,4,0.0890128964,1.6138544827,-0.6949822956,-0.1892299047,1.38666105,0.540863831,-1.0018942851,-0.2418150853,-0.6074411642,0.194315974,-2.6766694321,1.3380873154,2.8514478743,-1.1735316644,-1.8467841198,1.3498194611,-0.576303107,0.194315974,-0.9838840449,-0.0252299191,-0.0230082706,0.117895058,0.0252306131,1.5871657273,-0.6627682929,-0.1885940726,1.4728067547,0.4402349453,-1.2811136507,-2.8514725549,0.7763505332,0.9838824652,1.4171349796,-1.5442002381,1.4831066707,0.2321484213
Plate_Prest2012_P05_P2,20110437,20110459,D - 08,Troglitazone ,PPARG,73,4,-1.8387950275,-0.0338231078,-0.3535600394,-1.6035720898,-0.0016816301,0.1276240847,-2.5293137099,0.378027463,-1.9433110798,0.0247739154,1.6108542614,0.6257348119,-1.3297921939,-1.9033413165,1.6299919096,0.276673241,0.9843349699,0.0247739154,-0.8651535232,1.9935282086,-0.1391104063,-1.7898461302,-1.9935284624,-0.6144468352,-2.2453007732,0.2770228931,-0.7198233751,-1.384769747,-1.4560719229,1.329796564,-0.481014968,0.8651552671,3.508842601,1.9863284479,-1.5668188935,0.5334325075
Plate_Prest2012_P09_P3,20110438,20110460,G - 08,Demeclocycline hydrochloride ,rpsI,112,4,-2.0561417824,-1.8126488664,4.8472078259,-1.7863129844,2.6659189721,-2.3047281869,-3.0523457255,-0.1708625919,-3.1373714768,-1.2049802341,-0.25264033,-0.1256380771,-0.1277527009,-2.1980506133,-0.1117334975,3.047875842,-0.1232699731,-1.2049802341,-4.3510858043,5.0725446059,-0.9652285416,-1.8933522514,-5.0725446603,1.5763194855,-2.9704843556,-1.3159891798,1.2246823752,-0.5163599162,-2.7485947184,0.1277465378,0.7831228166,4.3510982207,8.5727230788,-0.5706587204,-0.7125699883,1.1604679174
Plate_Prest2012_P13_P4,20110439,20110461,G - 21,Lymecycline ,rpsI,112,4,1.8071752318,6.7162903094,-2.7969868947,3.022962622,3.5566548428,1.8656386987,-0.5185614588,-1.8171588585,1.1573995289,0.2148710057,-2.121752397,-0.2453379496,4.3569371672,-2.6456445044,-1.7184935628,3.2483456416,-2.3607266107,0.2148710057,1.0960610197,-3.1813372488,0.9935243503,1.5626874809,3.181335074,3.6446045522,1.2475377866,-0.4295221096,3.4128908,0.7159273218,2.2485300887,-4.3569572925,3.4093149248,-1.0960676445,-2.4388064862,-2.4657720258,0.7430517969,-1.6752668237
Plate_Prest2012_P01_P1,20110436,20110458,P - 12,Minocycline hydrochloride ,rpsI,112,4,-2.7333924171,-0.8447462981,1.5041756525,-1.139744813,1.1686253213,-0.1681758087,-1.2838030618,1.4059826604,-1.9527355518,-2.0753020076,-2.1035768884,0.3459059917,1.0522688542,-1.413544166,-1.2015174446,1.3313651471,-0.5855445719,-2.0753020076,-1.2992022625,2.8165019947,-0.3178464254,-2.2111253718,-2.8165016605,1.1368035072,-1.3792417324,-1.9370344337,1.0599682608,-0.1799907852,-0.010187147,-1.0522833031,0.2973189114,1.2991950797,3.2466380273,-0.5177048542,0.1710582667,2.8042431769
Plate_Prest2012_P01_P1,20110436,20110458,N - 16,Oxytetracycline dihydrate ,rpsI,112,4,-1.8543978869,0.1581186357,-0.4345458507,-1.1532960368,-1.4000783639,-0.3458543351,-0.7584291393,1.3455345608,-1.2289965122,0.9638489142,-0.5485097766,-0.9881229953,-0.18069287,-0.4807019236,1.2785483811,-1.2560693969,1.7780467956,0.9638489142,-0.3122752925,0.904850339,-0.6172869768,-1.6652383256,-0.9048504336,-1.355028966,-1.1604707022,1.0405903022,-1.4873047286,-0.7419476535,0.2529462685,0.1806800686,-0.5078332759,0.3122694803,1.2374133327,1.4480441917,-0.2933018973,1.2856912729
Plate_Prest2012_P05_P2,20110437,20110459,G - 10,Cefadroxil ,SLC15A1,82,4,0.287391176,0.6233845338,-0.5153039938,1.1416775294,-0.1957324178,0.4247254549,-0.052418291,-1.1097032509,1.2171828292,0.7047121744,-0.4284945207,-0.1257412154,-0.2945873928,-1.1324034796,-0.4175568927,-0.0318910163,-0.2470513268,0.7047121744,-0.0663638861,-0.3353168689,-0.1370987045,0.7784067839,0.335316369,-0.347971776,0.7890729492,0.0964554382,-0.4042253031,0.8443717733,2.192253474,0.294586355,1.3784029669,0.0663621758,-0.1382783403,0.4394136922,-0.0714444255,-0.9697849135
Plate_Prest2012_P05_P2,20110437,20110459,M - 06,Cefixime ,SLC15A1,82,4,1.1769439243,1.0077202764,-0.7972997129,1.4121637515,1.0350942353,1.6418477769,-0.6179144319,-1.5869805924,1.7582433334,-0.7690000858,-0.8237187616,-0.1257659902,0.2230622147,-1.5810202963,-0.9266292717,1.3071359532,-0.9446236195,-0.7690000858,0.2617834054,-2.26038419,0.7667432328,1.7594971906,2.2603847385,0.8284695052,0.7970333095,-1.1183776261,0.8172448755,0.2026245637,0.6645141337,-0.223073393,0.9304628226,-0.2617866737,-1.3539589432,-0.3333509406,0.1873009549,-1.9373328714
